ID,Fixed_Acidity,Volatile_Acidity,Citric_Acid,Residual_Sugar,Chlorides,Free_SO2,Total_SO2,Density,pH,Sulphates,Alcohol,Quality
2658,6.45,0.14,0.44,Low,0.05,51.0,129.0,0.99-1.00,Acidic,0.69,11%,7
2659,6.5,0.15,0.44,Moderate,0.052,65.0,158.0,0.99-1.00,Acidic,0.7,10%,7
2660,,0.15,0.34,Low,0.033,27.0,73.0,<0.99,Acidic,0.41,12%,6
2661,,0.33,0.34,Low,0.067,35.0,156.0,0.99-1.00,Acidic,0.48,9%,6
2662,7.2,0.3,0.25,Low,0.041,46.0,178.0,0.99-1.00,Acidic,0.56,11%,6
2663,7.0,0.23,0.33,Low,0.043,46.0,110.0,0.99-1.00,Acidic,0.65,10%,6
2664,8.0,0.13,0.25,Low,0.033,15.0,86.0,0.99-1.00,Highly Acidic,0.39,11%,8
2665,6.2,0.21,0.34,Low,0.03,36.0,91.0,0.99-1.00,Acidic,0.45,12%,7
2666,8.3,0.4,0.41,Moderate,0.05,15.0,122.0,0.99-1.00,Acidic,0.49,9%,5
2667,5.9,0.34,0.32,Low,0.03,38.0,142.0,<0.99,Acidic,0.41,12%,7
2668,6.6,0.12,0.25,Low,0.039,21.0,131.0,0.99-1.00,Acidic,0.45,11%,7
2669,9.6,0.685,0.21,Low,0.039,21.0,120.0,0.99-1.00,Acidic,1.0,12%,6
2670,,0.26,0.4,Moderate,0.046,45.0,179.0,0.99-1.00,Acidic,0.5,9%,5
2671,5.9,0.34,0.31,Low,0.03,38.0,142.0,<0.99,Acidic,0.41,12%,7
2672,5.9,0.3,0.3,Low,0.03,38.0,142.0,<0.99,Acidic,0.41,12%,7
2673,7.0,0.15,0.3,High,0.049,46.0,120.0,0.99-1.00,Acidic,0.36,9%,7
2674,7.9,0.37,0.31,Low,0.037,5.0,24.0,0.99-1.00,Acidic,0.36,11%,6
2675,7.2,0.35,0.25,Low,0.032,23.0,120.0,,Highly Acidic,0.66,10%,7
2676,7.2,0.32,0.24,Low,0.033,23.0,120.0,0.99-1.00,Highly Acidic,0.66,10%,7
2677,7.6,0.1,0.33,Low,0.031,33.0,93.0,0.99-1.00,Acidic,0.68,11%,6
2678,6.2,0.25,0.31,Low,0.03,32.0,150.0,0.99-1.00,Acidic,0.31,12%,6
2679,7.1,0.31,0.17,Low,0.042,21.0,144.0,0.99-1.00,Acidic,0.4,9%,5
2680,7.6,0.18,0.28,Moderate,0.041,29.0,110.0,0.99-1.00,Acidic,0.42,9%,6
2681,8.0,0.17,0.29,Low,0.029,52.0,119.0,<0.99,Acidic,0.33,12%,6
2682,7.2,0.19,0.27,Moderate,0.061,46.0,149.0,0.99-1.00,Highly Acidic,0.59,9%,6
2683,7.6,0.32,0.25,Moderate,0.03,15.0,136.0,0.99-1.00,Acidic,0.44,12%,6
2684,,0.31,0.17,Low,0.042,21.0,144.0,0.99-1.00,Acidic,0.4,9%,5
2685,6.6,0.21,0.29,Low,0.026,35.0,128.0,0.99-1.00,Acidic,0.48,11%,6
2686,7.0,0.16,0.36,Low,0.029,28.0,98.0,0.99-1.00,Acidic,0.37,11%,7
2687,8.0,0.17,0.29,Low,0.029,52.0,119.0,<0.99,Acidic,0.33,12%,6
2688,6.6,0.24,0.38,Moderate,0.042,56.0,187.0,,Acidic,0.46,9%,5
2689,7.2,0.19,0.27,Moderate,0.061,46.0,149.0,0.99-1.00,Highly Acidic,0.59,9%,6
2690,7.6,0.18,0.28,Moderate,0.041,29.0,110.0,0.99-1.00,Acidic,0.42,9%,6
2691,6.9,0.3,0.25,Low,0.041,26.0,124.0,0.99-1.00,Acidic,0.5,9%,6
2692,6.2,0.28,0.27,Moderate,0.03,26.0,108.0,0.99-1.00,Acidic,0.36,10%,6
2693,6.9,0.3,0.32,Low,0.024,20.0,166.0,0.99-1.00,Acidic,0.54,9%,6
2694,6.7,0.23,0.25,Low,0.036,28.0,143.0,0.99-1.00,Acidic,0.54,10%,6
2695,6.2,0.28,0.27,Moderate,0.03,26.0,108.0,0.99-1.00,Acidic,0.36,10%,6
2696,5.7,0.22,0.28,Moderate,0.025,26.0,121.0,0.99-1.00,Acidic,0.38,11%,6
2697,6.5,0.22,0.5,High,0.048,36.0,182.0,0.99-1.00,Acidic,0.49,8%,6
2698,7.0,0.18,0.37,Low,0.043,16.0,104.0,0.99-1.00,Acidic,0.5,10%,5
2699,6.9,0.31,0.31,Low,0.024,20.0,166.0,0.99-1.00,Acidic,0.54,9%,6
2700,6.9,0.3,0.25,Low,0.041,26.0,124.0,0.99-1.00,Acidic,0.5,9%,6
2701,6.5,0.46,0.31,Low,0.027,15.0,14.0,0.99-1.00,Acidic,0.6,11%,7
2702,6.5,0.23,0.36,High,0.038,43.0,133.0,0.99-1.00,Acidic,0.41,8%,5
2703,6.5,0.23,0.36,High,0.038,43.0,133.0,0.99-1.00,Acidic,0.41,8%,5
2704,6.5,0.23,0.36,High,0.038,43.0,133.0,0.99-1.00,Acidic,0.41,8%,5
2705,6.6,0.26,0.38,Low,0.17,68.0,201.0,0.99-1.00,Acidic,0.38,9%,6
2706,,0.26,0.39,Low,0.171,64.0,200.0,0.99-1.00,Acidic,0.38,9%,6
2707,7.5,0.28,0.39,Moderate,0.045,59.0,209.0,0.99-1.00,Acidic,0.63,9%,6
2708,6.5,0.23,0.36,High,0.038,43.0,133.0,0.99-1.00,Acidic,0.41,8%,5
2709,6.8,0.23,0.42,Moderate,0.044,56.0,189.0,0.99-1.00,Acidic,0.48,9%,6
2710,7.8,0.25,0.34,High,0.044,66.0,184.0,0.99-1.00,Acidic,0.75,8%,5
2711,7.8,0.25,0.34,High,0.044,66.0,184.0,0.99-1.00,Acidic,0.77,8%,5
2712,5.6,0.2,0.22,Low,0.049,25.0,155.0,0.99-1.00,Acidic,0.43,10%,5
2713,6.4,0.21,0.44,Moderate,0.045,47.0,182.0,0.99-1.00,Acidic,0.48,9%,5
2714,6.8,0.23,0.43,Moderate,0.044,56.0,189.0,0.99-1.00,Acidic,0.48,9%,6
2715,6.8,0.24,0.37,Moderate,0.043,59.0,188.0,0.99-1.00,Acidic,0.5,9%,6
2716,7.8,0.25,0.28,Moderate,0.04,46.0,179.0,0.99-1.00,Acidic,0.6,10%,6
2717,7.8,0.25,0.35,High,0.044,66.0,184.0,0.99-1.00,Acidic,0.75,8%,5
2718,6.8,0.16,0.29,Moderate,0.046,59.0,143.0,0.99-1.00,Acidic,0.4,10%,6
2719,5.2,0.28,0.29,Low,0.028,18.0,69.0,,Acidic,0.54,10%,6
2720,7.5,0.18,0.31,Low,0.029,53.0,160.0,0.99-1.00,Acidic,0.38,10%,6
2721,7.5,0.26,0.3,Low,0.027,29.0,92.0,0.99-1.00,Acidic,0.38,12%,7
2722,8.2,0.37,0.64,High,0.043,22.0,171.0,0.99-1.00,Highly Acidic,0.8,9%,5
2723,7.6,0.4,0.27,Low,0.03,32.0,101.0,0.99-1.00,Acidic,0.62,12%,7
2724,7.5,0.26,0.25,Low,0.038,29.0,129.0,0.99-1.00,Acidic,0.56,10%,6
2725,7.5,0.17,0.31,Low,0.029,53.0,160.0,0.99-1.00,Acidic,0.38,10%,6
2726,6.9,0.22,0.32,High,0.045,62.0,153.0,0.99-1.00,Acidic,0.43,10%,5
2727,5.3,0.2,0.31,Low,0.036,22.0,91.0,0.99-1.00,Acidic,0.5,9%,6
2728,6.5,0.17,0.31,Low,0.041,34.0,121.0,0.99-1.00,Acidic,0.46,10%,6
2729,6.5,0.35,0.28,Moderate,0.051,86.0,213.0,0.99-1.00,Acidic,0.51,9%,6
2730,6.5,0.29,0.31,Low,0.035,24.0,79.0,0.99-1.00,Acidic,0.69,11%,7
2731,6.8,0.3,0.21,Low,0.06,41.0,190.0,0.99-1.00,Acidic,0.51,9%,5
2732,,0.51,0.36,Low,0.051,30.0,173.0,0.99-1.00,Acidic,0.53,9%,5
2733,7.9,0.51,0.34,Low,0.049,13.0,135.0,0.99-1.00,Acidic,0.51,10%,5
2734,6.5,0.29,0.31,Low,0.035,24.0,79.0,0.99-1.00,Acidic,0.69,11%,7
2735,7.1,0.29,0.28,Moderate,0.048,50.0,141.0,0.99-1.00,Acidic,0.49,10%,6
2736,6.5,0.35,0.28,Moderate,0.051,86.0,213.0,0.99-1.00,Acidic,0.51,9%,6
2737,6.5,0.17,0.31,Low,0.041,34.0,121.0,0.99-1.00,Neutral,0.46,10%,6
2738,7.4,0.2,0.28,Moderate,0.047,29.0,95.0,0.99-1.00,Acidic,0.47,9%,7
2739,6.9,0.615,0.42,Moderate,0.067,24.0,131.0,0.99-1.00,Acidic,0.34,9%,5
2740,6.8,0.31,0.28,Low,0.034,25.0,100.0,0.99-1.00,Acidic,0.47,12%,7
2741,6.3,0.2,0.19,Moderate,0.048,54.0,145.0,0.99-1.00,Acidic,0.42,9%,6
2742,6.9,0.615,0.42,Moderate,0.067,24.0,131.0,0.99-1.00,Acidic,0.34,9%,5
2743,8.0,0.23,0.28,Low,0.048,49.0,165.0,0.99-1.00,Acidic,0.72,9%,6
2744,6.7,0.27,0.33,Low,0.034,9.0,45.0,0.99-1.00,Acidic,0.4,10%,6
2745,6.7,0.27,0.33,Low,0.034,9.0,45.0,0.99-1.00,Acidic,0.4,10%,6
2746,6.7,0.44,0.22,Low,0.032,19.0,99.0,0.99-1.00,Acidic,0.53,12%,7
2747,7.0,0.34,0.3,Low,0.045,44.0,142.0,0.99-1.00,Highly Acidic,0.45,10%,6
2748,7.3,0.26,0.33,Moderate,0.057,48.0,127.0,0.99-1.00,Acidic,0.55,10%,6
2749,5.8,0.17,0.34,Low,0.045,96.0,170.0,0.99-1.00,Acidic,0.9,11%,8
2750,7.3,0.26,0.33,Moderate,0.057,48.0,127.0,0.99-1.00,Acidic,0.55,10%,6
2751,5.8,0.17,0.34,Low,0.045,96.0,170.0,0.99-1.00,Acidic,0.9,11%,8
2752,6.8,0.17,0.36,Low,0.036,38.0,108.0,0.99-1.00,Acidic,0.66,12%,6
2753,7.1,0.43,0.3,Low,0.025,15.0,138.0,0.99-1.00,Acidic,0.46,12%,6
2754,5.8,0.315,0.27,Low,0.026,15.0,70.0,,Acidic,0.4,11%,8
2755,5.9,0.17,0.28,Low,0.027,5.0,28.0,<0.99,Acidic,0.32,10%,5
2756,6.6,0.34,0.18,Low,0.082,47.0,240.0,0.99-1.00,Acidic,0.48,9%,5
2757,8.6,0.33,0.34,Moderate,0.059,42.0,240.0,0.99-1.00,Acidic,0.52,10%,6
2758,5.6,0.12,0.26,Low,0.038,18.0,97.0,,Acidic,0.46,9%,5
2759,5.8,0.13,0.26,Low,0.039,19.0,103.0,0.99-1.00,Acidic,0.47,9%,6
2760,7.7,0.18,0.35,Low,0.055,25.0,144.0,0.99-1.00,Acidic,0.54,10%,6
2761,7.7,0.16,0.36,Low,0.054,25.0,148.0,0.99-1.00,Acidic,0.54,10%,6
2762,6.0,0.26,0.15,Low,0.06,51.0,154.0,0.99-1.00,Acidic,0.51,8%,5
2763,7.3,0.32,0.35,Low,0.05,8.0,163.0,0.99-1.00,Acidic,0.42,10%,5
2764,7.7,0.3,0.34,Low,0.048,4.0,119.0,0.99-1.00,Acidic,0.34,12%,6
2765,7.9,0.16,0.3,Moderate,0.05,58.0,152.0,0.99-1.00,Acidic,0.37,9%,6
2766,6.4,0.27,0.29,Moderate,0.028,17.0,118.0,,Acidic,0.37,11%,6
2767,6.9,,0.37,Low,0.034,36.0,95.0,<0.99,Highly Acidic,0.59,12%,6
2768,7.9,0.16,0.3,Moderate,0.05,58.0,152.0,0.99-1.00,Acidic,0.37,9%,6
2769,7.7,0.3,0.34,Low,0.048,4.0,119.0,0.99-1.00,Acidic,0.33,12%,6
2770,7.3,0.32,0.35,Low,0.05,8.0,163.0,0.99-1.00,Acidic,0.42,10%,5
2771,6.4,0.44,0.44,High,0.048,29.0,228.0,0.99-1.00,Acidic,0.54,8%,7
2772,6.3,0.2,0.24,Low,0.052,36.0,135.0,0.99-1.00,Acidic,0.66,10%,6
2773,6.2,0.29,0.32,Low,0.026,39.0,138.0,<0.99,Acidic,0.37,13%,7
2774,7.6,0.39,0.32,Low,0.035,22.0,93.0,0.99-1.00,Acidic,0.6,12%,7
2775,7.0,0.36,0.32,Moderate,0.045,37.0,131.0,0.99-1.00,Acidic,0.33,11%,8
2776,7.0,0.36,0.32,Moderate,0.045,37.0,131.0,,Acidic,0.33,11%,8
2777,7.0,0.36,0.33,Moderate,0.045,35.0,135.0,0.99-1.00,Acidic,0.33,11%,8
2778,7.6,0.2,0.36,Low,0.043,24.0,111.0,0.99-1.00,Acidic,0.54,11%,6
2779,7.6,0.39,0.32,Low,0.035,22.0,93.0,0.99-1.00,Acidic,0.6,12%,7
2780,6.7,0.2,0.37,Low,0.025,42.0,103.0,0.99-1.00,Acidic,0.45,11%,5
2781,6.2,0.235,0.34,Low,0.036,4.0,117.0,,Acidic,0.44,12%,5
2782,7.8,0.965,0.6,High,0.074,8.0,160.0,>1.00,Acidic,0.69,11%,6
2783,7.1,0.2,0.31,Low,0.053,32.0,211.0,0.99-1.00,Acidic,0.59,10%,6
2784,7.1,0.2,0.31,Moderate,0.053,32.0,211.0,0.99-1.00,Acidic,0.59,10%,6
2785,7.1,0.2,0.31,Moderate,0.053,32.0,211.0,0.99-1.00,Acidic,0.59,10%,6
2786,6.4,0.24,0.25,High,0.083,35.0,157.0,0.99-1.00,Acidic,0.5,9%,5
2787,8.0,0.3,0.35,Moderate,0.034,8.0,70.0,0.99-1.00,Acidic,0.41,12%,6
2788,6.4,0.23,0.25,High,0.083,35.0,157.0,0.99-1.00,Acidic,0.5,9%,5
2789,6.9,0.4,0.42,Low,0.066,41.0,176.0,0.99-1.00,Acidic,0.54,9%,5
2790,6.9,0.4,0.43,Low,0.065,42.0,178.0,0.99-1.00,Acidic,0.53,9%,5
2791,7.1,0.2,0.31,Low,0.053,32.0,211.0,0.99-1.00,Acidic,0.59,10%,6
2792,6.6,0.25,0.51,Moderate,0.047,61.0,189.0,0.99-1.00,Acidic,0.49,9%,5
2793,6.8,0.26,0.44,Moderate,0.046,52.0,183.0,0.99-1.00,Acidic,0.51,9%,5
2794,6.5,0.37,0.3,Low,0.033,39.0,107.0,<0.99,Acidic,0.53,13%,7
2795,6.8,0.35,0.53,Moderate,0.053,37.0,151.0,0.99-1.00,Acidic,0.4,9%,5
2796,6.4,0.22,0.32,Moderate,0.028,15.0,83.0,0.99-1.00,Acidic,0.55,10%,8
2797,6.5,0.37,0.3,Low,0.033,39.0,107.0,<0.99,Acidic,0.53,13%,7
2798,6.8,0.35,0.54,Moderate,0.053,37.0,151.0,0.99-1.00,Acidic,0.4,9%,5
2799,6.9,0.31,0.32,Low,0.036,34.0,114.0,0.99-1.00,Acidic,0.45,11%,7
2800,6.7,0.16,0.37,Low,0.036,45.0,125.0,<0.99,Acidic,0.51,12%,7
2801,6.6,0.25,0.51,Moderate,0.047,61.0,60.0,0.99-1.00,Acidic,0.49,9%,5
2802,6.8,0.26,0.44,Moderate,0.046,52.0,183.0,0.99-1.00,Acidic,0.51,9%,5
2803,5.6,0.15,0.3,Low,0.038,8.0,79.0,0.99-1.00,Acidic,0.39,10%,6
2804,5.5,0.15,0.32,High,0.031,16.0,99.0,0.99-1.00,Acidic,0.38,11%,8
2805,6.4,0.22,0.32,Moderate,0.028,15.0,83.0,0.99-1.00,Acidic,0.55,10%,8
2806,7.3,0.2,0.26,Low,0.04,36.0,123.0,0.99-1.00,Acidic,0.44,10%,6
2807,7.5,0.17,0.71,Moderate,0.038,52.0,148.0,0.99-1.00,Acidic,0.46,8%,5
2808,7.5,0.18,0.72,Moderate,0.039,53.0,151.0,0.99-1.00,Acidic,0.46,8%,5
2809,7.0,0.27,0.48,Low,0.042,60.0,184.0,0.99-1.00,Acidic,0.5,9%,6
2810,5.8,0.32,0.31,Low,0.049,25.0,153.0,0.99-1.00,Acidic,0.73,12%,7
2811,7.8,0.26,0.31,Low,0.025,22.0,100.0,0.99-1.00,Highly Acidic,0.47,12%,7
2812,7.4,0.3,0.32,Low,0.03,23.0,128.0,,Acidic,0.66,10%,5
2813,,0.16,0.34,Low,0.026,27.0,109.0,0.99-1.00,Acidic,0.58,10%,6
2814,5.8,0.32,0.31,Low,0.049,25.0,153.0,0.99-1.00,Acidic,0.73,12%,7
2815,6.7,0.19,0.39,Low,0.032,14.0,71.0,<0.99,Acidic,0.38,13%,7
2816,6.6,0.36,0.24,Low,0.038,15.0,72.0,0.99-1.00,Acidic,0.39,11%,5
2817,7.2,0.17,0.41,Low,0.052,24.0,126.0,0.99-1.00,Acidic,0.49,10%,5
2818,6.7,0.2,0.39,Low,0.032,14.0,71.0,<0.99,Acidic,0.38,13%,7
2819,6.0,0.11,0.47,Moderate,0.052,69.0,148.0,0.99-1.00,Highly Acidic,0.34,9%,4
2820,6.0,,0.34,Low,0.042,63.0,123.0,0.99-1.00,Acidic,0.42,11%,6
2821,6.7,0.325,0.82,Low,0.152,49.0,120.0,0.99-1.00,Highly Acidic,0.38,9%,5
2822,6.6,0.4,0.46,Low,0.056,42.0,241.0,0.99-1.00,Acidic,0.6,9%,5
2823,6.5,0.2,0.24,Moderate,0.044,25.0,150.0,0.99-1.00,Acidic,0.44,10%,5
2824,7.6,0.27,0.34,Low,0.04,18.0,56.0,,Acidic,0.48,12%,6
2825,,0.26,0.4,Low,0.047,52.0,172.0,0.99-1.00,Acidic,0.53,9%,6
2826,6.3,0.25,0.22,Low,0.048,41.0,161.0,0.99-1.00,Acidic,0.5,10%,6
2827,6.5,0.22,0.45,Moderate,0.053,52.0,196.0,0.99-1.00,Acidic,0.48,9%,6
2828,6.4,0.14,0.31,Low,0.034,53.0,138.0,0.99-1.00,Acidic,0.35,11%,7
2829,6.4,0.14,0.31,Low,0.034,53.0,138.0,0.99-1.00,Acidic,0.35,11%,7
2830,7.1,0.26,0.32,High,0.044,31.0,170.0,0.99-1.00,Neutral,0.37,11%,5
2831,6.6,0.22,0.34,Moderate,0.05,59.0,140.0,0.99-1.00,Acidic,0.4,10%,5
2832,6.6,,0.43,Moderate,0.064,31.0,186.0,0.99-1.00,Acidic,0.44,9%,5
2833,6.6,0.17,0.3,Low,0.031,13.0,73.0,0.99-1.00,Acidic,0.58,11%,6
2834,7.2,0.44,0.28,Low,0.048,22.0,112.0,0.99-1.00,Acidic,0.37,11%,7
2835,6.2,0.15,0.27,Low,0.041,51.0,117.0,0.99-1.00,Acidic,0.38,11%,6
2836,6.3,0.25,0.22,Low,0.048,41.0,161.0,0.99-1.00,Acidic,0.5,10%,6
2837,6.5,0.22,0.45,Moderate,0.053,52.0,196.0,0.99-1.00,Acidic,0.48,9%,6
2838,7.3,0.26,0.3,Moderate,0.05,35.0,154.0,0.99-1.00,Acidic,0.5,10%,6
2839,6.9,0.15,0.29,Low,0.033,14.0,82.0,,Acidic,0.58,11%,7
2840,5.8,0.22,0.29,Low,0.034,34.0,89.0,,Acidic,0.36,11%,7
2841,6.5,0.37,0.33,Low,0.036,23.0,20.0,0.99-1.00,Acidic,0.37,11%,6
2842,5.5,0.384,0.38,Low,0.036,17.0,98.0,0.99-1.00,Acidic,0.39,10%,6
2843,5.9,0.2,0.4,Low,0.047,23.0,92.0,0.99-1.00,Acidic,0.45,10%,6
2844,5.9,0.22,0.38,Low,0.046,24.0,90.0,0.99-1.00,Acidic,0.47,10%,6
2845,8.0,0.22,0.31,Low,0.049,24.0,97.0,0.99-1.00,Acidic,0.42,10%,5
2846,6.5,0.22,0.29,Moderate,0.028,16.0,87.0,0.99-1.00,Acidic,0.56,10%,7
2847,6.9,0.15,0.29,Low,0.033,14.0,82.0,0.99-1.00,Acidic,0.58,11%,7
2848,5.8,0.2,0.34,Low,0.035,40.0,86.0,<0.99,Acidic,0.42,11%,5
2849,6.6,0.31,0.07,Low,0.033,55.0,144.0,0.99-1.00,Acidic,0.42,10%,5
2850,7.7,0.43,0.37,Moderate,0.169,22.0,210.0,0.99-1.00,Acidic,0.64,9%,5
2851,,0.24,0.29,High,0.053,55.0,136.0,0.99-1.00,Acidic,0.52,9%,5
2852,7.3,0.23,0.34,Moderate,0.052,19.0,86.0,0.99-1.00,Acidic,0.56,10%,5
2853,,0.2,0.39,Low,0.041,37.0,154.0,0.99-1.00,Acidic,0.43,11%,5
2854,5.3,0.16,0.39,Low,0.028,40.0,101.0,0.99-1.00,Acidic,0.59,10%,6
2855,6.4,0.21,0.28,Low,0.047,29.0,101.0,0.99-1.00,Acidic,0.4,11%,6
2856,6.9,0.32,0.26,Low,0.027,46.0,143.0,0.99-1.00,Acidic,0.43,11%,7
2857,5.6,0.18,0.58,Low,0.034,29.0,26.0,<0.99,Acidic,0.6,12%,7
2858,6.6,0.29,0.31,Low,0.027,39.0,96.0,0.99-1.00,Acidic,0.6,12%,8
2859,6.9,0.33,0.26,Low,0.027,46.0,143.0,0.99-1.00,Acidic,0.43,11%,7
2860,6.6,0.21,0.36,Low,0.034,48.0,113.0,0.99-1.00,Acidic,0.68,10%,6
2861,7.3,0.21,0.33,Low,0.037,66.0,144.0,0.99-1.00,Acidic,0.52,10%,6
2862,6.4,0.21,0.28,Low,0.047,29.0,101.0,0.99-1.00,Acidic,0.4,11%,6
2863,5.1,0.11,0.32,Low,0.028,12.0,90.0,0.99-1.00,Acidic,0.52,12%,6
2864,6.5,0.15,0.32,Low,0.036,19.0,76.0,<0.99,Acidic,0.41,12%,6
2865,5.3,0.16,0.39,Low,0.028,40.0,101.0,0.99-1.00,Acidic,0.59,10%,6
2866,5.6,0.19,0.46,Low,0.032,33.0,115.0,0.99-1.00,Acidic,0.5,10%,6
2867,5.6,0.18,0.58,Low,0.034,29.0,129.0,<0.99,Acidic,0.6,12%,7
2868,6.7,0.48,0.32,Low,0.021,22.0,121.0,<0.99,Acidic,0.53,12%,7
2869,6.2,0.23,0.23,Low,0.018,18.0,128.0,0.99-1.00,Acidic,0.28,10%,5
2870,6.0,0.17,0.29,Low,0.028,25.0,108.0,0.99-1.00,Acidic,0.34,12%,6
2871,6.7,0.48,0.32,Low,0.021,22.0,121.0,<0.99,Acidic,0.53,12%,7
2872,6.7,0.15,0.38,Low,0.037,20.0,84.0,0.99-1.00,Acidic,0.53,11%,6
2873,4.2,0.17,0.36,Low,0.029,93.0,161.0,<0.99,Acidic,0.89,12%,7
2874,5.8,0.21,0.32,Low,0.045,38.0,95.0,<0.99,Acidic,0.94,12%,8
2875,5.4,0.23,0.36,Low,0.03,74.0,121.0,<0.99,Acidic,0.99,12%,7
2876,6.7,0.15,0.38,Low,0.037,20.0,84.0,0.99-1.00,Acidic,0.53,11%,6
2877,6.4,0.22,0.3,High,0.04,57.0,135.0,0.99-1.00,Acidic,0.38,10%,5
2878,6.5,0.15,0.55,Low,0.045,75.0,162.0,,Highly Acidic,0.4,9%,5
2879,5.9,0.32,0.33,Low,0.027,35.0,138.0,<0.99,Acidic,0.42,12%,6
2880,5.7,0.37,0.3,Low,0.029,24.0,88.0,<0.99,Acidic,0.39,11%,6
2881,7.9,0.24,0.35,Low,0.039,22.0,64.0,0.99-1.00,Highly Acidic,0.49,10%,5
2882,7.2,0.21,0.28,Low,0.033,38.0,94.0,0.99-1.00,Highly Acidic,0.43,11%,7
2883,7.0,0.24,0.3,Low,0.039,37.0,125.0,0.99-1.00,Acidic,0.39,9%,5
2884,6.8,0.475,0.33,Low,0.047,16.0,81.0,<0.99,Acidic,0.53,13%,7
2885,7.0,0.28,0.32,Moderate,0.032,30.0,114.0,0.99-1.00,Acidic,0.66,12%,7
2886,6.9,0.4,0.3,Moderate,0.033,24.0,87.0,0.99-1.00,Acidic,0.45,12%,6
2887,6.6,0.41,0.31,Low,0.042,18.0,101.0,0.99-1.00,Acidic,0.42,10%,5
2888,6.4,0.2,0.28,Low,0.032,24.0,84.0,0.99-1.00,Acidic,0.55,11%,5
2889,,0.22,0.34,Low,0.04,5.0,25.0,0.99-1.00,Acidic,0.37,10%,4
2890,,0.36,0.36,Moderate,0.032,21.0,132.0,0.99-1.00,Highly Acidic,0.39,13%,6
2891,5.2,0.285,0.29,Low,0.035,64.0,138.0,<0.99,Acidic,0.34,12%,8
2892,6.9,0.2,0.3,Low,0.041,40.0,148.0,0.99-1.00,Acidic,0.35,10%,6
2893,6.7,0.42,0.46,Moderate,0.054,67.0,234.0,0.99-1.00,Acidic,0.5,9%,5
2894,6.2,0.16,0.34,Low,0.038,85.0,153.0,0.99-1.00,Acidic,0.86,12%,7
2895,,0.125,0.36,Low,0.044,22.0,68.0,0.99-1.00,Acidic,0.5,11%,7
2896,6.4,0.44,0.26,Low,0.054,20.0,180.0,0.99-1.00,Acidic,0.57,10%,5
2897,7.0,0.31,0.39,Moderate,0.055,42.0,218.0,0.99-1.00,Acidic,0.54,10%,5
2898,6.7,0.42,0.46,Moderate,0.054,67.0,234.0,0.99-1.00,Acidic,0.5,9%,5
2899,,0.18,0.28,Low,0.032,25.0,78.0,0.99-1.00,Highly Acidic,0.38,11%,5
2900,6.2,0.21,0.26,High,0.05,59.0,150.0,0.99-1.00,Acidic,0.45,9%,5
2901,6.1,0.16,0.37,Low,0.031,37.0,97.0,0.99-1.00,Acidic,0.57,10%,6
2902,6.5,0.22,0.32,Low,0.028,36.0,92.0,0.99-1.00,Acidic,0.59,11%,7
2903,6.2,0.36,0.14,Moderate,0.036,38.0,155.0,,Acidic,0.5,9%,5
2904,5.7,0.21,0.25,Low,0.035,26.0,81.0,0.99-1.00,Acidic,0.52,11%,6
2905,6.4,0.25,0.32,Low,0.034,40.0,114.0,0.99-1.00,Neutral,0.58,10%,7
2906,7.6,0.31,0.26,Low,0.073,40.0,157.0,0.99-1.00,Acidic,0.46,9%,5
2907,6.6,0.26,0.46,Low,0.047,59.0,183.0,0.99-1.00,Acidic,0.45,9%,5
2908,5.7,0.21,0.25,Low,0.035,26.0,81.0,0.99-1.00,Acidic,0.52,11%,6
2909,6.2,0.2,0.31,Low,0.031,22.0,73.0,0.99-1.00,Acidic,0.52,11%,6
2910,,0.18,0.3,Low,0.031,23.0,73.0,0.99-1.00,Acidic,0.52,11%,6
2911,6.1,0.37,0.2,Moderate,0.031,49.0,170.0,,Acidic,0.48,9%,5
2912,6.2,0.36,0.14,Moderate,0.036,38.0,155.0,0.99-1.00,Acidic,0.5,9%,5
2913,6.5,0.22,0.32,Low,0.028,36.0,92.0,0.99-1.00,Acidic,0.59,11%,7
2914,7.7,0.18,0.3,Low,0.046,49.0,199.0,0.99-1.00,Acidic,0.38,9%,5
2915,6.9,0.14,0.4,Low,0.041,22.0,81.0,0.99-1.00,Acidic,0.54,11%,6
2916,6.9,0.14,0.38,Low,0.041,22.0,81.0,0.99-1.00,Acidic,0.54,11%,6
2917,6.0,0.44,0.26,Low,0.053,57.0,128.0,<0.99,Acidic,0.39,12%,6
2918,7.1,0.36,0.4,Low,0.033,26.0,118.0,<0.99,Acidic,0.45,13%,7
2919,5.7,0.28,0.28,Low,0.019,15.0,65.0,0.99-1.00,Acidic,0.52,11%,6
2920,6.4,0.16,0.32,Moderate,0.038,38.0,118.0,0.99-1.00,Acidic,0.41,10%,5
2921,7.4,0.28,0.4,Moderate,0.032,13.0,92.0,0.99-1.00,Acidic,0.46,10%,4
2922,6.7,0.39,0.31,Low,0.054,27.0,202.0,0.99-1.00,Acidic,0.57,10%,6
2923,6.5,0.44,0.47,Low,0.014,44.0,137.0,<0.99,Acidic,0.32,13%,8
2924,6.9,0.22,0.31,Low,0.029,41.0,131.0,,Acidic,0.48,10%,6
2925,6.6,0.22,0.29,High,0.046,39.0,118.0,0.99-1.00,Acidic,0.5,9%,6
2926,7.7,0.25,0.3,Moderate,0.038,67.0,196.0,0.99-1.00,Acidic,0.5,10%,5
